2023-07/21/-09:29:01.023   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058785379;869298058797929;869298058767708', imsi='869298058810193;869298058785379;869298058797929;869298058767708',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=543, rssi=79, frequency=582, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F321C50, voltage=3760, quantity=48, warningcode=0, sensornum=3, temp1=36.0, temp2=35.75, temp3=33.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:31:32.308   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058767708;869298058797929;869298058785379', imsi='869298058810193;869298058767708;869298058797929;869298058785379',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=876, rssi=76, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F501650, voltage=3748, quantity=46, warningcode=0, sensornum=3, temp1=36.5, temp2=36.75, temp3=35.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:31:32.431   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058785379;869298058797929;869298058767708', imsi='869298058810193;869298058785379;869298058797929;869298058767708',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=876, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818452F50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=35.5, temp2=34.75, temp3=33.93, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:32:32.452   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058767708;869298058785379;869298058797929', imsi='869298058810193;869298058767708;869298058785379;869298058797929',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=91, rssi=80, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628135F4650, voltage=3752, quantity=47, warningcode=0, sensornum=3, temp1=31.87, temp2=32.5, temp3=33.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:33:02.504   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058785379;869298058797929;869298058767708', imsi='869298058810193;869298058785379;869298058797929;869298058767708',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=289, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813484250, voltage=3768, quantity=48, warningcode=0, sensornum=3, temp1=35.0, temp2=34.56, temp3=32.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:33:02.530   INFO  RecordLogger - id='LCX/JCReceive/869298058797929', imei='869298058797929;869298058785379;869298058810193;869298058767708', imsi='869298058797929;869298058785379;869298058810193;869298058767708',Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=311, rssi=87, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813614150, voltage=3798, quantity=52, warningcode=0, sensornum=3, temp1=34.93, temp2=34.75, temp3=34.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:34:02.551   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058797929;869298058785379;869298058767708', imsi='869298058810193;869298058797929;869298058785379;869298058767708',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=876, rssi=88, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628133C2750, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=36.18, temp2=37.43, temp3=36.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:34:32.614   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058797929;869298058785379;869298058767708', imsi='869298058810193;869298058797929;869298058785379;869298058767708',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=50, rssi=99, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813144C50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=33.5, temp2=31.93, temp3=32.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-09:34:32.656   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058785379;869298058767708;869298058797929', imsi='869298058810193;869298058785379;869298058767708;869298058797929',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=876, rssi=74, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E371650, voltage=3776, quantity=49, warningcode=0, sensornum=3, temp1=36.12, temp2=36.81, temp3=36.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:12:31.593   INFO  RecordLogger - id='LCX/JCReceive/869298058810193', imei='869298058810193;869298058797929;869298058767708;869298058785379', imsi='869298058810193;869298058797929;869298058767708;869298058785379',Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=0, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F5A4F50, voltage=3786, quantity=50, warningcode=0, sensornum=3, temp1=21.43, temp2=21.12, temp3=20.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:23:12.135   INFO  RecordLogger - id='LCX/JCReceive/869298058797929', imei='869298058797929;869298058785379;869298058810193;869298058767708', imsi='869298058797929;869298058785379;869298058810193;869298058767708',Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=596, rssi=79, frequency=680, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F0C1A50, voltage=3758, quantity=48, warningcode=0, sensornum=3, temp1=20.56, temp2=20.75, temp3=20.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
